Estado;CodigoCatalogo;Marca;Imagen;HojaExcel;FilasExcel;NombreReferencia
LISTO;CPTAU 120;LCT;catalogador-v2-07b69aceef8c2330.png;LCT;filas 280:287;terminal preaislado bimetálico
LISTO;CPTAU 150;LCT;catalogador-v2-07b69aceef8c2330.png;LCT;filas 280:287;terminal preaislado bimetálico
LISTO;CPTAU 25;LCT;catalogador-v2-07b69aceef8c2330.png;LCT;filas 280:287;terminal preaislado bimetálico
LISTO;CPTAU 35;LCT;catalogador-v2-07b69aceef8c2330.png;LCT;filas 280:287;terminal preaislado bimetálico
LISTO;CPTAU 50;LCT;catalogador-v2-07b69aceef8c2330.png;LCT;filas 280:287;terminal preaislado bimetálico
LISTO;CPTAU 70;LCT;catalogador-v2-07b69aceef8c2330.png;LCT;filas 280:287;terminal preaislado bimetálico
LISTO;CPTAU 95;LCT;catalogador-v2-07b69aceef8c2330.png;LCT;filas 280:287;terminal preaislado bimetálico
LISTO;CTD 1.5;LCT;catalogador-v2-9aabac881b3e78a1.png;LCT;filas 306:310;puntera tubular aislada doble
LISTO;CTD 10;LCT;catalogador-v2-9aabac881b3e78a1.png;LCT;filas 306:310;puntera tubular aislada doble
LISTO;CTD 2.5;LCT;catalogador-v2-9aabac881b3e78a1.png;LCT;filas 306:310;puntera tubular aislada doble
LISTO;CTD 4;LCT;catalogador-v2-9aabac881b3e78a1.png;LCT;filas 306:310;puntera tubular aislada doble
LISTO;CTD 6;LCT;catalogador-v2-9aabac881b3e78a1.png;LCT;filas 306:310;puntera tubular aislada doble
LISTO;CTN 0,75;LCT;catalogador-v2-d57a86f420fbbdd9.png;LCT;filas 288:302;puntera tubular aislada
LISTO;CTN 1;LCT;catalogador-v2-d57a86f420fbbdd9.png;LCT;filas 288:302;puntera tubular aislada
LISTO;CTN 1,5;LCT;catalogador-v2-d57a86f420fbbdd9.png;LCT;filas 288:302;puntera tubular aislada
LISTO;CTN 10;LCT;catalogador-v2-d57a86f420fbbdd9.png;LCT;filas 288:302;puntera tubular aislada
LISTO;CTN 120;LCT;catalogador-v2-d57a86f420fbbdd9.png;LCT;filas 288:302;puntera tubular aislada
LISTO;CTN 150;LCT;catalogador-v2-d57a86f420fbbdd9.png;LCT;filas 288:302;puntera tubular aislada
LISTO;CTN 16;LCT;catalogador-v2-d57a86f420fbbdd9.png;LCT;filas 288:302;puntera tubular aislada
LISTO;CTN 2,5;LCT;catalogador-v2-d57a86f420fbbdd9.png;LCT;filas 288:302;puntera tubular aislada
LISTO;CTN 25;LCT;catalogador-v2-d57a86f420fbbdd9.png;LCT;filas 288:302;puntera tubular aislada
LISTO;CTN 35;LCT;catalogador-v2-d57a86f420fbbdd9.png;LCT;filas 288:302;puntera tubular aislada
LISTO;CTN 4;LCT;catalogador-v2-d57a86f420fbbdd9.png;LCT;filas 288:302;puntera tubular aislada
LISTO;CTN 50;LCT;catalogador-v2-d57a86f420fbbdd9.png;LCT;filas 288:302;puntera tubular aislada
LISTO;CTN 6;LCT;catalogador-v2-d57a86f420fbbdd9.png;LCT;filas 288:302;puntera tubular aislada
LISTO;CTN 70;LCT;catalogador-v2-d57a86f420fbbdd9.png;LCT;filas 288:302;puntera tubular aislada
LISTO;CTN 95;LCT;catalogador-v2-d57a86f420fbbdd9.png;LCT;filas 288:302;puntera tubular aislada
LISTO;CTR20;Sistelectric;catalogador-v2-32ba8c831e006f7e.jpg;SISTELECTRIC;E118:E123;accesorio estándar
LISTO;CTR20HDX;Sistelectric;catalogador-v2-32ba8c831e006f7e.jpg;SISTELECTRIC;E11:E16;accesorio hdx
LISTO;CTR22;Sistelectric;catalogador-v2-32ba8c831e006f7e.jpg;SISTELECTRIC;E118:E123;accesorio estándar
LISTO;CTR22HDX;Sistelectric;catalogador-v2-32ba8c831e006f7e.jpg;SISTELECTRIC;E11:E16;accesorio hdx
LISTO;CTR25;Sistelectric;catalogador-v2-32ba8c831e006f7e.jpg;SISTELECTRIC;E118:E123;accesorio estándar
LISTO;CTR25HDX;Sistelectric;catalogador-v2-32ba8c831e006f7e.jpg;SISTELECTRIC;E11:E16;accesorio hdx
